tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0042578,movie,Hot Rod,Hot Rod,0,1950,\N,61,Action,Drama
tt0042579,movie,House by the River,House by the River,0,1950,\N,83,Crime,Drama,Film-Noir
tt0042580,short,Hugs and Mugs,Hugs and Mugs,0,1950,\N,16,Comedy,Short
tt0042581,movie,Joe Palooka in Humphrey Takes a Chance,Joe Palooka in Humphrey Takes a Chance,0,1950,\N,62,Action,Comedy,Sport
tt0042582,movie,Hunt the Man Down,Hunt the Man Down,0,1950,\N,69,Crime,Film-Noir,Mystery
tt0042583,short,Hurdy-Gurdy Hare,Hurdy-Gurdy Hare,0,1950,\N,7,Animation,Comedy,Family
tt0042584,short,The Hypo-Chondri-Cat,The Hypo-Chondri-Cat,0,1950,\N,7,Animation,Comedy,Family
tt0042585,movie,Härmästä poikia kymmenen,Härmästä poikia kymmenen,0,1950,\N,86,Drama
tt0042586,movie,I Killed Geronimo,I Killed Geronimo,0,1950,\N,62,Action,Adventure,Western
tt0042587,movie,I Shot Billy the Kid,I Shot Billy the Kid,0,1950,\N,57,Action,Adventure,History
tt0042588,movie,I Was a Shoplifter,I Was a Shoplifter,0,1950,\N,74,Crime,Drama,Film-Noir
tt0042589,movie,I'll Get By,I'll Get By,0,1950,\N,83,Comedy,Musical,Romance
tt0042590,movie,Lucky Nick Cain,I'll Get You for This,0,1951,\N,83,Crime,Drama
tt0042591,movie,The Angry Street,Ikari no machi,0,1950,\N,105,Crime,Drama
tt0042592,short,Beaver Valley,Beaver Valley,0,1950,\N,32,Documentary,Family,Short
tt0042593,movie,In a Lonely Place,In a Lonely Place,0,1950,\N,94,Drama,Film-Noir,Mystery
tt0042594,movie,L'inafferrabile 12,L'inafferrabile 12,0,1950,\N,95,Comedy
tt0042595,movie,Indian Territory,Indian Territory,0,1950,\N,70,Adventure,Music,Western
tt0042596,movie,Indira,Indira,0,1950,\N,\N,\N
tt0042597,movie,The Fighting Men,Gli inesorabili,0,1950,\N,97,Drama
tt0042599,movie,Man in the Dinghy,Into the Blue,0,1950,\N,83,Comedy
tt0042600,movie,The Invisible Monster,The Invisible Monster,0,1950,\N,167,Action,Adventure,Crime
tt0042601,movie,Io sono il capataz,Io sono il capataz,0,1951,\N,110,Western
tt0042602,movie,The Iroquois Trail,The Iroquois Trail,0,1950,\N,86,Action,Adventure,Drama
tt0042603,short,Ise Island,Ise Island,0,1950,\N,20,Documentary,Short
tt0042604,movie,Conduct Report on Professor Ishinaka,Ishinaka sensei gyôjôki,0,1950,\N,93,Comedy
tt0042605,movie,Los islas Marias,Las Islas Marías,0,1951,\N,84,Drama
tt0042606,movie,It's Hard to Be Good,It's Hard to Be Good,0,1948,\N,93,Comedy
tt0042607,short,It's Hummer Time,It's Hummer Time,0,1950,\N,7,Animation,Comedy,Family
tt0042608,movie,It's a Small World,It's a Small World,0,1950,\N,74,Drama
tt0042609,movie,The Jackie Robinson Story,The Jackie Robinson Story,0,1950,\N,77,Biography,Drama,Sport
tt0042610,movie,The Jackpot,The Jackpot,0,1950,\N,85,Comedy
tt0042611,movie,The James Brothers of Missouri,The James Brothers of Missouri,0,1949,\N,167,Western
tt0042612,short,Jardines y palmeras,Jardines y palmeras,0,1950,\N,8,Documentary,Short
tt0042613,short,Jerry and the Lion,Jerry and the Lion,0,1950,\N,7,Animation,Comedy,Family
tt0042614,movie,Es schlägt 13,Es schlägt 13,0,1950,\N,91,Comedy
tt0042615,movie,Jiggs and Maggie Out West,Jiggs and Maggie Out West,0,1950,\N,66,Action,Adventure,Comedy
tt0042616,movie,Joe Palooka Meets Humphrey,Joe Palooka Meets Humphrey,0,1950,\N,65,Comedy,Sport
tt0042617,movie,Joe Palooka in The Squared Circle,Joe Palooka in The Squared Circle,0,1950,\N,63,Action,Comedy,Crime
tt0042618,movie,Johnny One-Eye,Johnny One-Eye,0,1950,\N,78,Crime,Drama,Film-Noir
tt0042619,movie,Diary of a Country Priest,Journal d'un curé de campagne,0,1951,\N,115,Drama
tt0042620,short,Los juanelos,Los juanelos,0,1950,\N,11,Documentary,Short
tt0042621,movie,Juliette, or Key of Dreams,Juliette ou La clef des songes,0,1951,\N,106,Drama
tt0042622,movie,Julius Caesar,Julius Caesar,0,1950,\N,106,Drama,History
tt0042623,movie,Die Jungen vom Kranichsee,Die Jungen vom Kranichsee,0,1950,\N,100,\N
tt0042624,movie,Jungle Stampede,Jungle Stampede,0,1950,\N,60,Action,Adventure
tt0042625,movie,Justice Is Done,Justice est faite,0,1950,\N,105,Drama,Mystery
tt0042626,movie,Pirates,Kaizoku-sen,0,1951,\N,114,Adventure
tt0042627,movie,Heart of Stone,Das kalte Herz,0,1950,\N,106,Family,Fantasy,Romance
tt0042628,movie,The Kangaroo Kid,The Kangaroo Kid,0,1950,\N,72,Adventure,Drama,Western
tt0042629,movie,Kansas Raiders,Kansas Raiders,0,1950,\N,80,Western
tt0042630,movie,Kastrullresan,Kastrullresan,0,1950,\N,81,Family
tt0042631,movie,Katarina kaunis leski,Katarina kaunis leski,0,1950,\N,79,Comedy,Romance
tt0042632,movie,Kaunis Veera eli ballaadi Saimaalta,Kaunis Veera eli ballaadi Saimaalta,0,1950,\N,82,Comedy,Musical
tt0042633,movie,Der keusche Adam,Der keusche Adam,0,1950,\N,97,Comedy
tt0042634,movie,Key to the City,Key to the City,0,1950,\N,101,Comedy,Romance
tt0042635,short,We Took Over the Cause of Peace,Kezünkbe vettük a béke ügyét,0,1950,\N,\N,Documentary,Short
tt0042636,movie,Khamosh Sipahi,Khamosh Sipahi,0,1950,\N,\N,\N
tt0042637,movie,Khiladi,Khiladi,0,1950,\N,\N,\N
tt0042638,movie,The Kid from Texas,The Kid from Texas,0,1950,\N,78,Western
tt0042639,movie,Kike wadatsumi no koe: Nippon senbotsu gakusei shuki,Kike wadatsumi no koe: Nippon senbotsu gakusei shuki,0,1950,\N,109,War
tt0042640,movie,Kill or Be Killed,Kill or Be Killed,0,1950,\N,67,Crime,Film-Noir,Mystery
tt0042641,movie,Kill the Umpire,Kill the Umpire,0,1950,\N,78,Comedy,Sport
tt0042642,movie,Killer Shark,Killer Shark,0,1950,\N,76,Adventure
tt0042643,movie,The Killer That Stalked New York,The Killer That Stalked New York,0,1950,\N,79,Drama,Film-Noir,Thriller
tt0042644,movie,Kim,Kim,0,1950,\N,113,Adventure,Drama,Family
tt0042645,movie,Marika,Kind der Donau,0,1950,\N,107,Musical
tt0042646,movie,King Solomon's Mines,King Solomon's Mines,0,1950,\N,103,Action,Adventure,Romance
tt0042647,movie,Kis Katalin házassága,Kis Katalin házassága,0,1950,\N,98,Drama
tt0042648,movie,Kiss Tomorrow Goodbye,Kiss Tomorrow Goodbye,0,1950,\N,102,Crime,Film-Noir,Thriller
tt0042649,movie,Dr. Knock,Knock,0,1951,\N,98,Comedy
tt0042650,movie,Kon-Tiki,Kon-Tiki,0,1950,\N,77,Documentary
tt0042651,movie,Wedding Ring,Konyaku yubiwa,0,1950,\N,96,Drama
tt0042652,short,King Lavra,Král Lávra,0,1950,\N,30,Animation,Comedy,Short
tt0042653,movie,Das Kuckucksei,Das Kuckucksei,0,1949,\N,93,Comedy
tt0042654,movie,Kumo no mati,Kumo no mati,0,1950,\N,\N,\N
tt0042655,movie,Kvartetten som sprängdes,Kvartetten som sprängdes,0,1950,\N,100,Comedy
tt0042656,movie,Kiss on the Cruise,Kyssen på kryssen,0,1950,\N,106,Comedy
tt0042657,movie,König für eine Nacht,König für eine Nacht,0,1950,\N,100,Comedy,History
tt0042658,movie,Royal Children,Königskinder,0,1950,\N,95,Comedy,Family,Romance
tt0042659,movie,Köyhä laulaja,Köyhä laulaja,0,1950,\N,73,Comedy,Music
tt0042660,movie,Különös házasság,Különös házasság,0,1951,\N,112,Drama
tt0042661,movie,Küssen ist keine Sünd,Küssen ist keine Sünd,0,1950,\N,107,Comedy
tt0042662,movie,The Thief of Venice,Il ladro di Venezia,0,1950,\N,107,Adventure,War
tt0042663,movie,The Lady Craved Excitement,The Lady Craved Excitement,0,1950,\N,60,Comedy,Mystery
tt0042664,movie,A Lady Without Passport,A Lady Without Passport,0,1950,\N,74,Crime,Drama,Film-Noir
tt0042665,movie,Last Holiday,Last Holiday,0,1950,\N,88,Comedy,Drama,Romance
tt0042666,movie,Last of the Buccaneers,Last of the Buccaneers,0,1950,\N,79,Action,Adventure,History
tt0042667,movie,Law of the Badlands,Law of the Badlands,0,1951,\N,59,Western
tt0042668,movie,Law of the Panhandle,Law of the Panhandle,0,1950,\N,55,Action,Adventure,Western
tt0042669,movie,The Lawless,The Lawless,0,1950,\N,83,Crime,Drama,Film-Noir
tt0042670,short,The Leghorn Blows at Midnight,The Leghorn Blows at Midnight,0,1950,\N,7,Animation,Comedy,Family
tt0042671,movie,Vladimir Ilich Lenin,Vladimir Ilich Lenin,0,1949,\N,\N,Biography,Documentary
tt0042672,movie,The Lioness of Castille,La leona de Castilla,0,1951,\N,106,Drama,History
tt0042673,movie,The Lion of Amalfi,Il leone di Amalfi,0,1950,\N,89,Drama
tt0042674,movie,Let's Dance,Let's Dance,0,1950,\N,112,Comedy,Drama,Musical
tt0042675,movie,Ley del mar,Ley del mar,0,1952,\N,70,Drama
tt0042676,movie,Liebe auf Eis,Liebe auf Eis,0,1950,\N,92,Romance
tt0042677,movie,A Life of Her Own,A Life of Her Own,0,1950,\N,108,Drama
tt0042678,movie,Lightning Guns,Lightning Guns,0,1950,\N,55,Western
tt0042679,movie,Lilli Marlene,Lilli Marlene,0,1950,\N,74,Drama,War
tt0042680,short,Lion Around,Lion Around,0,1950,\N,7,Animation,Comedy,Family
tt0042681,short,The Lion's Busy,The Lion's Busy,0,1950,\N,7,Animation,Comedy,Family
tt0042682,short,Little Quacker,Little Quacker,0,1950,\N,7,Animation,Comedy,Family
tt0042683,movie,Lockende Gefahr,Lockende Gefahr,0,1950,\N,76,Drama
tt0042684,movie,Loffe blir polis,Loffe blir polis,0,1950,\N,97,Comedy
tt0042685,movie,Lonely Heart Bandits,Lonely Heart Bandits,0,1950,\N,60,Drama
tt0042686,movie,The Lost Volcano,The Lost Volcano,0,1950,\N,76,Adventure
tt0042687,movie,Louisa,Louisa,0,1950,\N,90,Comedy,Romance
tt0042688,movie,Love That Brute,Love That Brute,0,1950,\N,86,Comedy,Crime
tt0042690,short,Love at First Bite,Love at First Bite,0,1950,\N,16,Comedy,Short
tt0042691,short,Luanda, Cidade Feiticeira,Luanda, Cidade Feiticeira,0,1950,\N,21,Documentary,Short
tt0042692,movie,Variety Lights,Luci del varietà,0,1950,\N,97,Drama,Music,Romance
tt0042693,movie,Lucky Losers,Lucky Losers,0,1950,\N,70,Action,Adventure,Comedy
tt0042694,movie,Lights of My City,Les lumières de ma ville,0,1950,\N,127,Musical
tt0042695,movie,The Merry Wives of Windsor,Die lustigen Weiber von Windsor,0,1950,\N,95,Comedy,Musical,Romance
tt0042696,movie,A Smile in the Storm,Un sourire dans la tempête,0,1950,\N,95,Drama,Romance
tt0042697,movie,Ma and Pa Kettle Go to Town,Ma and Pa Kettle Go to Town,0,1950,\N,79,Comedy,Crime
tt0042698,movie,Ma no ogon,Ma no ogon,0,1950,\N,111,Action,Drama
tt0042699,movie,La loca de la casa,La loca de la casa,0,1950,\N,104,Drama
tt0042700,movie,Madeleine,Madeleine,0,1950,\N,114,Crime,Drama,Mystery
tt0042701,movie,The Board of Directors,Magless al edarah,0,1953,\N,\N,\N
tt0042702,movie,The Magnificent Yankee,The Magnificent Yankee,0,1950,\N,89,Biography,Drama
tt0042703,movie,Maharadscha wider Willen,Maharadscha wider Willen,0,1950,\N,85,Comedy
tt0042704,movie,The House on the Dune,La maison dans la dune,0,1952,\N,90,Drama
tt0042705,movie,The Unexpected,Makansh alal bal,0,1950,\N,\N,\N
tt0042706,movie,Malaire,Malaire,0,1952,\N,80,Drama
tt0042707,movie,The Man Who Cheated Himself,The Man Who Cheated Himself,0,1950,\N,81,Crime,Drama,Film-Noir
tt0042708,movie,Der Mann, der sich selber sucht,Der Mann, der sich selber sucht,0,1950,\N,84,Comedy,Crime
tt0042709,movie,The Man Who Wanted to Live Twice,Der Mann, der zweimal leben wollte,0,1950,\N,90,Drama
tt0042710,short,Mar Português,Mar Português,0,1950,\N,20,Documentary,Short
tt0042711,movie,La marca del zorrillo,La marca del zorrillo,0,1950,\N,105,Comedy,Fantasy
tt0042712,movie,The Naked Heart,Maria Chapdelaine,0,1950,\N,100,Drama
tt0042713,movie,Mark of the Gorilla,Mark of the Gorilla,0,1950,\N,68,Adventure
tt0042714,movie,Marshal of Heldorado,Marshal of Heldorado,0,1950,\N,63,Action,Adventure,Western
tt0042715,movie,Mary Ryan, Detective,Mary Ryan, Detective,0,1949,\N,68,Action,Crime,Drama
tt0042716,movie,Maryada,Maryada,0,1950,\N,\N,Drama
tt0042717,movie,María Antonia 'La Caramba',María Antonia 'La Caramba',0,1951,\N,90,Biography,Drama,Musical
tt0042718,movie,The Unlucky One,Al-masakeen,0,1950,\N,\N,\N
tt0042719,movie,Mashaal,Mashaal,0,1950,\N,136,Drama
tt0042720,movie,Mater dei,Mater dei,0,1950,\N,80,Drama
tt0042721,movie,Mau-Mau,Mau-Mau,0,1955,\N,58,Documentary,Drama
tt0042722,short,Mayos en Albarracín,Mayos en Albarracín,0,1950,\N,16,Short
tt0042723,movie,While the City Sleeps,Medan staden sover,0,1950,\N,102,Crime,Drama
tt0042724,movie,Meet Simon Cherry,Meet Simon Cherry,0,1949,\N,67,Crime,Drama,Mystery
tt0042725,movie,Meine Nichte Susanne,Meine Nichte Susanne,0,1950,\N,92,Comedy,Musical
tt0042726,movie,Memorias de un mexicano,Memorias de un mexicano,0,1950,\N,100,Documentary
tt0042727,movie,The Men,The Men,0,1950,\N,85,Drama
tt0042728,movie,Messenger of Peace,Messenger of Peace,0,1947,\N,87,Drama
tt0042729,movie,Three Sinners,Meurtres,0,1950,\N,120,Drama
tt0042730,movie,Mi querido capitán,Mi querido capitán,0,1950,\N,76,Comedy,Drama
tt0042731,movie,Robinson warszawski,Robinson warszawski,0,1950,\N,86,Drama,War
tt0042732,movie,Military Academy with That Tenth Avenue Gang,Military Academy with That Tenth Avenue Gang,0,1950,\N,64,Comedy,Drama,Sport
tt0042733,movie,The Milkman,The Milkman,0,1950,\N,87,Comedy
tt0042734,movie,My Sister and I,Min syster och jag,0,1950,\N,106,Comedy
tt0042735,movie,The Miniver Story,The Miniver Story,0,1950,\N,104,Drama
tt0042736,movie,Miquette,Miquette et sa mère,0,1950,\N,95,Comedy
tt0042737,movie,Miracles Only Happen Once,Les miracles n'ont lieu qu'une fois,0,1951,\N,98,Drama,Romance,War
tt0042739,movie,Miss Italia,Miss Italia,0,1950,\N,102,Comedy,Drama
tt0042740,movie,Miss Pilgrim's Progress,Miss Pilgrim's Progress,0,1949,\N,82,Comedy
tt0042741,movie,The Missourians,The Missourians,0,1950,\N,60,Action,Adventure,Western
tt0042742,movie,Mister 880,Mister 880,0,1950,\N,90,Comedy,Crime,Romance
tt0042743,movie,A Modern Marriage,A Modern Marriage,0,1950,\N,66,Drama
tt0042744,movie,Montana,Montana,0,1950,\N,76,Western
tt0042745,movie,Monte de piedad,Monte de piedad,0,1951,\N,\N,Drama
tt0042746,movie,El morocho del Abasto: La vida de Carlos Gardel,El morocho del Abasto: La vida de Carlos Gardel,0,1950,\N,92,Biography,Drama,Musical
tt0042747,short,Morris the Midget Moose,Morris the Midget Moose,0,1950,\N,8,Animation,Comedy,Family
tt0042748,movie,Mosekongen,Mosekongen,0,1950,\N,92,Drama,Family
tt0042749,movie,Mother Didn't Tell Me,Mother Didn't Tell Me,0,1950,\N,88,Comedy
tt0042750,short,Motor Mania,Motor Mania,0,1950,\N,7,Animation,Comedy,Family
tt0042751,movie,Motor Patrol,Motor Patrol,0,1950,\N,67,Crime,Drama,Thriller
tt0042752,movie,Trio,Trio,0,1950,\N,91,Drama,Romance
tt0042753,movie,Mr. Music,Mr. Music,0,1950,\N,110,Comedy,Music,Romance
tt0042755,movie,Mrs. O'Malley and Mr. Malone,Mrs. O'Malley and Mr. Malone,0,1950,\N,69,Comedy,Crime,Mystery
tt0042756,movie,Muchachas de Uniforme,Muchachas de Uniforme,0,1951,\N,83,Drama
tt0042757,movie,The Mudlark,The Mudlark,0,1950,\N,99,Drama
tt0042758,movie,La muerte enamorada,La muerte enamorada,0,1951,\N,87,Comedy,Fantasy,Mystery
tt0042759,movie,La mujer, el torero y el toro,La mujer, el torero y el toro,0,1950,\N,95,Drama
tt0042760,movie,Las mujeres de mi general,Las mujeres de mi general,0,1951,\N,112,Drama,War
tt0042761,movie,Mule Train,Mule Train,0,1950,\N,69,Western
tt0042762,movie,The Munekata Sisters,Munekata kyôdai,0,1950,\N,112,Drama
tt0042763,movie,Murder Without Crime,Murder Without Crime,0,1950,\N,78,Crime,Drama,Thriller
tt0042764,short,El museo taurino de Valencia,El museo taurino de Valencia,0,1950,\N,12,Documentary,Short
tt0042765,movie,Mussorgsky,Musorgskiy,0,1950,\N,120,Biography,Drama
tt0042766,short,Mutiny on the Bunny,Mutiny on the Bunny,0,1950,\N,7,Animation,Comedy,Family
tt0042767,movie,My Blue Heaven,My Blue Heaven,0,1950,\N,96,Drama,Musical
tt0042768,short,My Country 'Tis of Thee,My Country 'Tis of Thee,0,1950,\N,19,Biography,Documentary,History
tt0042769,movie,My Friend Irma Goes West,My Friend Irma Goes West,0,1950,\N,91,Comedy,Crime,Musical
tt0042771,movie,Mystery Street,Mystery Street,0,1950,\N,93,Crime,Drama,Film-Noir
tt0042772,movie,Mystery Submarine,Mystery Submarine,0,1950,\N,78,Adventure,Crime,Drama
tt0042773,movie,Das Mädchen aus der Südsee,Das Mädchen aus der Südsee,0,1950,\N,85,Comedy
tt0042774,movie,Mädchen mit Beziehungen,Mädchen mit Beziehungen,0,1950,\N,93,Comedy
tt0042775,movie,Nacha Regules,Nacha Regules,0,1950,\N,107,Drama,Romance
tt0042776,movie,Eine Nacht im Separee,Eine Nacht im Separee,0,1950,\N,95,Comedy
tt0042777,movie,Nacht ohne Sünde,Nacht ohne Sünde,0,1950,\N,92,Comedy
tt0042778,movie,The Bells of Nagasaki,Nagasaki no kane,0,1950,\N,94,Romance
tt0042779,movie,Nancy Goes to Rio,Nancy Goes to Rio,0,1950,\N,100,Comedy,Musical
tt0042780,movie,Side Street Story,Napoli milionaria,0,1950,\N,96,Comedy
tt0042781,movie,Native Son,Native Son,0,1951,\N,104,Drama
tt0042782,movie,The Nevadan,The Nevadan,0,1950,\N,81,Western
tt0042783,movie,Never Fear,Never Fear,0,1950,\N,82,Drama
tt0042784,movie,Never a Dull Moment,Never a Dull Moment,0,1950,\N,89,Comedy,Romance,Western
tt0042785,movie,The New China,Osvobozhdyonnyy Kitay,0,1951,\N,105,Documentary
tt0042786,movie,The Next Voice You Hear...,The Next Voice You Hear...,0,1950,\N,83,Drama
tt0042787,movie,Il nido di falasco,Il nido di falasco,0,1950,\N,90,Drama
tt0042788,movie,Night and the City,Night and the City,0,1950,\N,101,Crime,Film-Noir,Mystery
tt0042789,movie,No Man's Land,No Man's Land,0,1950,\N,\N,\N
tt0042790,movie,No Sad Songs for Me,No Sad Songs for Me,0,1950,\N,88,Drama
tt0042791,movie,No Trace,No Trace,0,1950,\N,76,Crime,Drama
tt0042792,movie,No Way Out,No Way Out,0,1950,\N,106,Crime,Drama,Film-Noir
tt0042793,movie,La noche del sábado,La noche del sábado,0,1950,\N,96,Drama
tt0042794,movie,Under the Olive Tree,Non c'è pace tra gli ulivi,0,1950,\N,107,Drama
tt0042795,movie,North of the Great Divide,North of the Great Divide,0,1950,\N,67,Western
tt0042796,short,Number 6,Number 6,0,1950,\N,\N,Animation,Short
tt0042797,movie,Nur eine Nacht,Nur eine Nacht,0,1950,\N,82,Drama
tt0042798,movie,När Bengt och Anders bytte hustrur,När Bengt och Anders bytte hustrur,0,1950,\N,98,Comedy
tt0042799,movie,När kärleken kom till byn,När kärleken kom till byn,0,1950,\N,110,Drama
tt0042800,movie,Okhti Satuta,Okhti Satuta,0,1950,\N,\N,Music,Romance
tt0042801,movie,The Old Frontier,The Old Frontier,0,1950,\N,60,Action,Adventure,Western
tt0042802,movie,Old Mother Riley, Headmistress,Old Mother Riley, Headmistress,0,1950,\N,75,Comedy
tt0042803,movie,Olivia,Olivia,0,1951,\N,95,Comedy,Drama
tt0042804,movie,Los Olvidados,Los olvidados,0,1950,\N,85,Crime,Drama
tt0042805,movie,On the Isle of Samoa,On the Isle of Samoa,0,1950,\N,63,Adventure
tt0042806,movie,Once a Sinner,Once a Sinner,0,1950,\N,78,Drama
tt0042807,movie,Once a Thief,Once a Thief,0,1950,\N,88,Crime,Drama,Film-Noir
tt0042808,movie,One Too Many,One Too Many,0,1950,\N,110,Drama
tt0042809,movie,One Way Street,One Way Street,0,1950,\N,79,Crime,Drama,Film-Noir
tt0042810,movie,Operation Disaster,Morning Departure,0,1950,\N,102,Drama,History,War
tt0042811,movie,Operation Haylift,Operation Haylift,0,1950,\N,73,Drama
tt0042812,movie,Operation X,My Daughter Joy,0,1950,\N,81,Drama
tt0042813,movie,Den opvakte jomfru,Den opvakte jomfru,0,1950,\N,100,Comedy,Drama,Family
tt0042814,movie,Ore wa yojinbo,Ore wa yojinbo,0,1950,\N,89,Action,Drama
tt0042815,movie,Oriental Evil,Oriental Evil,0,1951,\N,64,Drama
tt0042816,tvEpisode,Othello,Othello,0,1950,\N,135,Drama
tt0042817,movie,Otome no seiten,Otome no seiten,0,1950,\N,\N,\N
tt0042818,movie,El otro yo de Marcela,El otro yo de Marcela,0,1950,\N,90,\N
tt0042819,movie,Our Very Own,Our Very Own,0,1950,\N,93,Drama,Romance
tt0042820,short,Out on a Limb,Out on a Limb,0,1950,\N,7,Animation,Comedy,Family
tt0042821,movie,Outcast of Black Mesa,Outcast of Black Mesa,0,1950,\N,54,Western
tt0042822,movie,Outlaw Gold,Outlaw Gold,0,1950,\N,56,Action,Adventure,Western
tt0042823,movie,Outlaws of Texas,Outlaws of Texas,0,1950,\N,56,Western
tt0042824,movie,Outrage,Outrage,0,1950,\N,75,Crime,Drama,Film-Noir
tt0042825,movie,The Outriders,The Outriders,0,1950,\N,93,Western
tt0042826,movie,Outside the Wall,Outside the Wall,0,1950,\N,80,Crime,Drama,Film-Noir
tt0042827,movie,Over the Border,Over the Border,0,1950,\N,58,Western
tt0042829,movie,Pagan Love Song,Pagan Love Song,0,1950,\N,76,Musical,Romance
tt0042830,movie,Paid in Full,Paid in Full,0,1950,\N,98,Drama
tt0042831,movie,The Palomino,The Palomino,0,1950,\N,73,Western
tt0042832,movie,Panic in the Streets,Panic in the Streets,0,1950,\N,96,Crime,Drama,Film-Noir
tt0042833,movie,El pasado amenaza,El pasado amenaza,0,1950,\N,\N,\N
tt0042834,short,Pastoral,Pastoral,0,1950,\N,6,Short
tt0042835,movie,Paul Temple's Triumph,Paul Temple's Triumph,0,1950,\N,80,Mystery
tt0042836,short,The Peachy Cobbler,The Peachy Cobbler,0,1950,\N,7,Animation,Comedy,Family
tt0042837,movie,Peggy,Peggy,0,1950,\N,76,Comedy
tt0042838,short,Pen Point Percussion,Pen Point Percussion,0,1951,\N,6,Documentary,Short
tt0042839,movie,Peppino e Violetta,Peppino e Violetta,0,1951,\N,82,Family,Fantasy
tt0042840,movie,Trifles,Pequeñeces...,0,1950,\N,116,Drama
tt0042841,movie,Perfect Strangers,Perfect Strangers,0,1950,\N,88,Drama,Romance
tt0042842,movie,Behind Closed Shutters,Persiane chiuse,0,1951,\N,90,Drama
tt0042843,short,Pests of the West,Pests of the West,0,1950,\N,6,Animation,Comedy,Family
tt0042844,movie,The Petty Girl,The Petty Girl,0,1950,\N,88,Biography,Comedy,Musical
tt0042845,movie,Pimpernel Svensson,Pimpernel Svensson,0,1950,\N,80,Adventure,Comedy
tt0042846,movie,Pirates of the High Seas,Pirates of the High Seas,0,1950,\N,260,Action,Crime
tt0042847,movie,The Blue 9,Plavi 9,0,1950,\N,95,Comedy,Sport
tt0042848,movie,Please Believe Me,Please Believe Me,0,1950,\N,87,Comedy,Romance
tt0042849,short,Pluto's Heart Throb,Pluto's Heart Throb,0,1950,\N,7,Animation,Comedy,Family
tt0042850,movie,Peace Will Win,Pokój zdobedzie swiat,0,1951,\N,90,Documentary
tt0042851,movie,Pool of London,Pool of London,0,1951,\N,85,Crime,Drama
tt0042852,short,Pop 'im Pop!,Pop 'im Pop!,0,1950,\N,7,Animation,Comedy,Family
tt0042853,movie,By the False Door,Por la puerta falsa,0,1950,\N,93,Drama
tt0042854,short,Portugal, Terra de Santa Maria,Portugal, Terra de Santa Maria,0,1950,\N,20,Documentary,Short
tt0042855,movie,Prehistoric Women,Prehistoric Women,0,1950,\N,74,Adventure,Fantasy
tt0042856,movie,Prelude to Fame,Prelude to Fame,0,1950,\N,78,Drama
tt0042857,movie,The Winner's Circle,Premières armes,0,1950,\N,84,Drama
tt0042858,movie,Pretty Baby,Pretty Baby,0,1950,\N,92,Comedy
tt0042859,movie,Father's Dilemma,Prima comunione,0,1950,\N,82,Comedy
tt0042860,short,Primitive Pluto,Primitive Pluto,0,1950,\N,6,Animation,Comedy,Family
tt0042861,movie,Professori Masa,Professori Masa,0,1949,\N,82,Comedy,Romance
tt0042862,movie,Prämien auf den Tod,Prämien auf den Tod,0,1950,\N,78,Crime
tt0042863,short,Punchy Cowpunchers,Punchy Cowpunchers,0,1950,\N,17,Comedy,Short,Western
tt0042864,short,Puss Cafe,Puss Cafe,0,1950,\N,7,Animation,Comedy,Family
tt0042865,movie,Pygmy Island,Pygmy Island,0,1950,\N,69,Adventure
tt0042866,short,The Quadrille,Le quadrille,0,1950,\N,40,Short
tt0042867,movie,Quel fantasma di mio marito,Quel fantasma di mio marito,0,1950,\N,95,Comedy,Fantasy
tt0042868,movie,Quem Ama Lisboa,Quem Ama Lisboa,0,1950,\N,\N,Documentary
tt0042869,movie,Quicksand,Quicksand,0,1950,\N,79,Crime,Drama,Film-Noir
tt0042870,movie,The Quiet Woman,The Quiet Woman,0,1951,\N,71,Crime,Drama
tt0042871,short,Rabbit of Seville,Rabbit of Seville,0,1950,\N,7,Animation,Comedy,Family
tt0042872,short,Rabbit's Moon,Rabbit's Moon,0,1950,\N,7,Drama,Fantasy,Short
tt0042873,movie,Radar Patrol vs. Spy King,Radar Patrol vs. Spy King,0,1949,\N,167,Action,Adventure,Crime
tt0042874,movie,Radar Secret Service,Radar Secret Service,0,1950,\N,59,Action,Crime,Drama
tt0042875,movie,Raiders of Tomahawk Creek,Raiders of Tomahawk Creek,0,1950,\N,55,Western
tt0042876,movie,Rashomon,Rashomon,0,1950,\N,88,Crime,Drama,Mystery
tt0042877,movie,Der Rat der Götter,Der Rat der Götter,0,1950,\N,110,History
tt0042878,movie,Rausch einer Nacht,Rausch einer Nacht,0,1951,\N,100,Drama,Romance
tt0042879,movie,Les Misérables: Gods and Demons,Re mizeraburu: kami to akuma,0,1950,\N,112,Drama
tt0042880,movie,Les Misérables: Flag of Love and Liberty,Re mizeraburu: kami to jiyu no hata,0,1950,\N,122,Drama
tt0042881,movie,The Redhead and the Cowboy,The Redhead and the Cowboy,0,1951,\N,82,Western
tt0042882,movie,Redwood Forest Trail,Redwood Forest Trail,0,1950,\N,67,Action,Music,Western
tt0042883,movie,The Reformer and the Redhead,The Reformer and the Redhead,0,1950,\N,90,Comedy,Romance
tt0042884,movie,Regementets ros,Regementets ros,0,1950,\N,94,Comedy
tt0042885,movie,The Return of Jesse James,The Return of Jesse James,0,1950,\N,75,Action,Drama,Romance
tt0042886,movie,Return of the Frontiersman,Return of the Frontiersman,0,1950,\N,74,Western
